Word,Line Numbers
таа,"24C, 26C, 46C, 65C, 78C, 88C, 96C, 102C, 105C, 123C, 124C, 129C, 140C, 144C, 171C, 171C, 171C, 184C, 187C, 194C, 196C, 213C, 255C, 260C"
тайыктан,24C
тай,"24C, 650C"
ык,"25C, 711C"
шириин,"26C, 40C"
бодал,26C
мендилешкеш,28C
сүмелиг,"29C, 43C, 126C"
ыдар,29C
шиӊме,30C
эмес,"30C, 219C"
тывызыкты,30C
бажыӊны,31C
зер,"32C, 354C, 1668C"
ыткан,35C
чагаанын,"36C, 62C"
хөлдүн,37C
айнын,38C
чаазы,38C
эгези,39C
девидерге,40C
тайлы,41C
ийиниӊ,43C
хайыраканыны,44C
санап,"44C, 50C, 86C, 1634C"
____,46C
тывызыы,"47C, 52C, 106C, 131C"
ийни,"50C, 68C, 75C, 92C"
хайыраканыныў,50C
санаар,51C
дей,"53C, 106C"
уруундан,54C
адазын,56C
ыдып,56C
эктиниу,58C
жын,59C
ийниў,60C
мээс,"60C, 62C, 1545C, 1547C"
шазынга,"60C, 63C"
шимчеш,60C
уругнуӊ,"62C, 65C"
чозугаар,"62C, 220C, 254C"
эртенги,62C
ийнин,62C
шынавыла,"63C, 122C, 285C"
өдүп,64C
мээсти,64C
одардап,64C
чагыын,65C
чимчевейин,65C
аргазындан,68C
ижээн,"68C, 69C, 75C, 76C, 92C, 93C, 98C, 99C"
каскан,"68C, 69C, 75C, 76C, 92C, 93C, 98C, 99C"
бежен,"69C, 76C, 93C, 99C"
болгуже,69C
мын,"69C, 216C"
чорбаан,"70C, 94C"
шыргайынче,70C
бурт,"71C, 95C, 1137C"
кижизини,72C
келтен,73C
аргазында,"75C, 92C, 98C"
хааныӊта,77C
бүзүревейн,83C
бодунуу,"83C, 187C, 191C, 817C, 1532C"
шериглерин,"83C, 233C"
кыйгыр,83C
ийниӊ,"85C, 98C, 1678C"
шериглеринге,86C
даалга,87C
шериглер,"88C, 95C, 96C, 882C, 889C"
ийниу,88C
мээзин,88C
баштыт,89C
хайыраканны,"89C, 95C"
ыргайбиле,90C
өрүлдүр,"90C, 97C"
ыргай,"90C, 97C, 97C, 515C"
курулдур,"90C, 97C"
чугаалавыдып,91C
ийде,"92C, 99C"
дыг,"94C, 217C"
алгыра,94C
чорудуптарга,95C
шыргайже,95C
лда,96C
кургат,"97C, 483C"
сүмелит,102C
каттап,103C
өжер,107C
өлеӊни,"113C, 114C"
каттааш,114C
өрген,114C
кыпсып,115C
шына,115C
выла,116C
кере,"116C, 120C, 122C, 231C, 273C, 285C"
аргамчыӊ,118C
дүрүп,120C
көөрде,122C
албайын,123C
шарны,"127C, 134C"
тарактап,"127C, 134C"
алшак,129C
шарын,129C
диди,"135C, 262C, 360C"
ынчанган,135C
чугаалавайн,137C
келириниў,138C
эжииниӊ,138C
дырап,"139C, 139C, 142C"
дүшкелек,141C
аъдыӊар,145C
аалыӊардан,145C
харыы,"147C, 160C"
бистин,"150C, 207C"
өөвүсче,150C
өөӊерже,152C
төрүвес,158C
малдан,"158C, 1225C"
чүвед,158C
ашакта,162C
уругда,162C
урууӊ,163C
оруунун,"165C, 1358C"
кыр,165C
лыг,166C
шоӊ,166C
чүвениӊ,166C
бижээш,"166C, 174C, 175C"
эмешпе,"167C, 167C"
сеткили,167C
тейлигенниу,168C
биживейн,168C
мөӊкүн,168C
ийээн,170C
серт,171C
шоӊну,172C
номчуп,"172C, 172C"
каптагайны,174C
хаара,174C
хартыганы,174C
биживээн,"174C, 175C"
деле,174C
дески,"175C, 1541C"
тейлигенни,175C
дыўзыг,176C
дыззыг,176C
баскылаарга,176C
кылганывыс,180C
урууӊну,181C
оглумба,181C
сон,181C
бистер,"182C, 566C"
чурттазывысса,182C
сүмелдейден,183C
б,183C
алдак,184C
чөптүг,"185C, 1523C, 1651C"
сүмелдейниӊ,187C
эртемниг,"190C, 196C, 290C, 291C, 303C, 306C, 314C, 327C, 336C, 338C, 342C, 351C, 353C, 355C, 357C, 360C, 366C, 370C, 379C, 381C, 384C"
хелин,190C
кожазында,191C
хөөрешсе,192C
боорул,192C
чоогунда,"192C, 736C"
сарыхаганныў,193C
чорувудуп,193C
хелинниг,196C
хөөреп,197C
ахайаннынӊ,198C
хенин,198C
ораа,198C
шам,198C
наар,199C
ыйнан,199C
бода,199C
калырга,200C
сыртыыныӊ,200C
мөӊкүнүн,"201C, 222C"
оору,203C
рыг,206C
мөнӊкүчүвүстү,207C
оор,"207C, 1512C"
алы,207C
азы,"210C, 637C"
алыбержик,210C
айтырыт,211C
мөӊкүнүӊер,212C
хамаанчок,212C
хырынгта,213C
айыыл,213C
кылыпкан,"216C, 219C"
болзаӊар,216C
айтрыг,217C
болзам,219C
кыл,"219C, 430C"
каныӊӊар,220C
сыртыын,223C
ажыдарга,224C
мөӊкүнү,224C
албаан,225C
дээниӊер,225C
тээ,227C
хүүседир,"227C, 228C, 230C"
өргенге,231C
хепин,232C
коъданымны,236C
олчалаар,237C
чөп,"237C, 1131C"
шээрээр,238C
чөпшээрээр,240C
шеригден,243C
чорудувудунар,243C
ше,"243C, 281C"
риглер,244C
чугаалазын,244C
чугааны,"244C, 1403C"
бээриӊерде,245C
хаанывыс,"246C, 258C"
хаалап,"248C, 261C, 273C"
ьшчанташ,249C
коданымныӊ,"249C, 274C"
туг,250C
үжүн,"250C, 264C, 275C, 276C, 282C, 1075C"
кааптыӊар,250C
биризин,"250C, 264C"
болат,"251C, 264C, 276C"
хаячым,"251C, 265C"
мурнадыӊар,"251C, 252C, 266C"
кестиийм,251C
соунадыӊар,251C
соңнадыӊар,252C
каксывы,254C
дып,"255C, 1621C"
шериг,"255C, 270C, 274C, 283C, 1774C, 1776C, 1778C"
хенининден,256C
силерниң,258C
үргүлчү,"260C, 261C, 805C, 910C, 922C, 1312C, 1328C"
коданымны,263C
кезиӊер,"264C, 275C"
мурнадыўар,265C
кестиим,265C
соӊўнадыӊар,265C
лым,"266C, 279C"
соӊнадыӊар,266C
до,"266C, 584C, 763C"
раан,"267C, 554C, 751C, 764C, 990C"
келиңер,267C
өскелери,"269C, 1205C"
дээнде,269C
руураур,270C
чай,"270C, 710C, 1583C, 1719C"
өргенде,"273C, 285C"
кааны,273C
арттырыӊар,275C
кааӊар,276C
чым,277C
кестийм,277C
дөнгүр,278C
хостап,"279C, 283C, 286C, 1145C"
аээни,280C
хенни,"280C, 288C"
ригниӊ,282C
бирээзинге,282C
баштаткаш,"282C, 283C"
албышаан,287C
алгащ,"287C, 957C"
чурттай,"289C, 1385C"
чуртту,292C
хоюну,294C
чыдынынга,294C
хоюнун,294C
сергелиг,"295C, 310C, 311C"
тевезини,296C
бууралыг,"297C, 318C"
иштиг,"298C, 324C"
аалга,301C
аалы,301C
айтыргаш,302C
олурганыныў,302C
тыӊар,304C
шин,305C
чиледим,306C
канчаал,308C
шинчиледиӊер,308C
өдээниӊ,309C
баарымга,309C
хоюнуӊ,309C
шинчиледим,314C
шинчиледиӊ,"316C, 323C"
тевезиниў,317C
баарымда,"317C, 324C"
гур,318C
билдим,"320C, 328C"
кадык,"320C, 1523C"
карааныў,320C
талазын,320C
оъттаан,321C
талазындан,321C
чүм,321C
даянып,328C
бүгүнү,330C
кадайыныӊ,"331C, 820C, 847C"
калчан,"335C, 367C"
өлүрүӊер,335C
хааларын,335C
дужааган,335C
быжыргаш,336C
чивейн,"339C, 340C"
көгээржиктен,341C
куткан,341C
думчуунуӊ,"343C, 358C, 371C, 372C"
ишпейн,"343C, 344C"
араганы,344C
ишпес,"346C, 359C, 371C"
хааныӊны,347C
хүндүлевес,347C
кижиден,"350C, 359C, 378C, 511C, 1376C"
төрүттүнген,"350C, 359C"
дээним,"350C, 359C, 478C"
карачаал,350C
жинин,351C
суразы,"351C, 360C, 376C"
ир,351C
гин,352C
шинчээчи,"353C, 1198C, 1204C, 1206C, 1207C, 1211C, 1228C, 1231C, 1235C, 1237C, 1241C, 1250C, 1254C"
кезериниӊ,355C
тоаянчыга,357C
рачал,360C
дорамчылааны,361C
дужаадым,361C
моо,361C
руўундан,362C
кхааннынӊ,364C
шынны,364C
алырынга,366C
далашпа,366C
темниг,367C
ирттиу,367C
чивээни,368C
эмзирип,369C
өстүрген,369C
ынчан,369C
күзүн,372C
төрезинге,372C
дошту,372C
чылапчага,373C
тиккен,373C
үч,375C
жиден,379C
төрээним,379C
сөглээң,380C
авазыныӊ,"381C, 1089C"
чугаазынга,381C
бүзүреп,381C
ау,382C
сеткилдиг,382C
магаданчыг,382C
йө,382C
рээлин,383C
мактал,383C
шаӊналын,383C
оруктап,"384C, 895C"
чечен,"387C, 391C, 393C, 397C, 405C, 485C, 534C, 543C"
дулун,"387C, 528C"
кадыр,"388C, 494C, 524C, 525C, 528C"
өзенниӊ,"389C, 518C, 521C"
орай,390C
хүүрээн,390C
турба,390C
какпа,"391C, 393C, 426C"
дулуӊ,"392C, 395C, 495C"
өрге,"393C, 900C, 1435C"
кой,393C
гун,394C
байлаӊ,394C
чээрген,"394C, 424C"
боразын,"395C, 1469C, 1493C, 1519C"
хайындырар,395C
дыумазын,397C
райн,398C
дузаавыс,398C
дулу,398C
дузаан,398C
дузакта,399C
руунуӊ,400C
туттуна,"400C, 407C"
доӊ,"400C, 1441C, 1525C"
гая,401C
чарашсынгаш,"402C, 407C"
думчуундува,403C
арай,"404C, 408C, 787C, 794C, 943C, 944C, 1472C, 1685C"
боорда,"404C, 408C, 1472C"
өскезинге,404C
дузааӊда,406C
чыдыынга,408C
салыпкаш,"408C, 421C, 520C, 540C"
өртектиг,411C
андыг,412C
чытса,"412C, 421C, 428C"
чежер,412C
какпада,"413C, 425C"
сүүр,413C
кымныӊ,415C
акымга,416C
какпазындан,417C
как,"417C, 1419C, 1601C"
пазын,418C
акызынта,420C
эттээш,420C
келзиәзе,422C
эттээр,422C
кезерге,423C
кактына,"425C, 434C"
анчага,428C
эттедип,429C
турарыл,429C
аарышкылыы,429C
чорбадыва,429C
пет,430C
дүжүргеш,431C
дааштыг,432C
дүжүрдүӊ,432C
рып,"433C, 590C, 779C, 1762C"
какпаа,434C
эккелдим,"435C, 584C"
шы,"436C, 965C, 1205C"
нап,437C
каалы,438C
саӊ,438C
салдырар,438C
хамны,"439C, 443C"
хооп,439C
өглерден,439C
хайындырым,"439C, 442C"
боошкун,439C
таакпы,"439C, 442C, 452C"
пөстен,440C
өгден,"440C, 442C"
хойдан,440C
пөс,442C
хамы,443C
мыргай,445C
ххамыныӊ,446C
ооргазын,"446C, 446C, 496C"
хөндүре,446C
хайныр,449C
але,449C
ўрупкаш,450C
тептерге,451C
бурулаарга,451C
бурулаар,452C
болтай,"452C, 538C"
хадыырга,"454C, 561C"
тал,"454C, 1678C"
чиндиӊнээрге,454C
талга,455C
көгүн,455C
халыыр,458C
сала,"458C, 474C"
хою,"459C, 1569C"
уун,"461C, 1681C, 1707C"
хойнун,462C
дагы,462C
изиргенгеш,463C
уштуур,463C
соккулап,"463C, 1008C, 1259C"
дайыы,464C
көкхой,467C
хамыӊ,470C
хөндүрүп,471C
чыдырымда,471C
оорга,471C
сынып,472C
калды,472C
хоюӊ,473C
хоюм,474C
биде,474C
тарымга,475C
эгей,475C
чүвүрүн,"475C, 476C, 944C"
аартыктааш,475C
таакпыӊ,477C
хайныыр,478C
чемзип,479C
турзун,479C
уруп,"479C, 481C"
кагдымтаакпымны,480C
бурулааш,480C
анда,481C
көгүӊ,482C
хатка,"483C, 820C, 825C, 1627C"
талда,483C
элеӊнээр,483C
үүл,485C
гедип,486C
анчап,486C
турыргак,487C
чону,488C
негээр,488C
оргапг,490C
дуумам,"491C, 499C"
өре,"491C, 491C, 492C, 493C"
төлээр,"492C, 493C, 493C"
кошкарлар,492C
тайгадан,494C
туруг,495C
хаяларга,495C
тулдур,495C
сывыртып,495C
бирээни,496C
дирие,496C
тайганың,499C
мыйыстыт,500C
телер,500C
хаяа,"500C, 1533C"
сыындыр,"501C, 502C"
сывыртап,501C
дулунӊ,"502C, 510C"
бирээ,"502C, 513C"
ий,"503C, 1522C"
дөӊтүр,"505C, 510C, 844C, 858C, 874C, 1557C"
бугалар,505C
оларныўу,506C
ызырбас,506C
думчуун,"506C, 512C, 514C"
тооруктан,507C
аргам,507C
бес,509C
саяан,"510C, 520C"
хөөгейнип,511C
хойбас,"511C, 1027C"
үттээрге,512C
буулаан,513C
ыыдындан,513C
өктээн,515C
төгүлдүр,"515C, 1639C"
сыйтылады,515C
буулады,516C
өлүртүр,517C
бодаапг,517C
хорумнуг,"518C, 521C"
хорумун,"518C, 521C"
саяктан,518C
оттан,"519C, 1103C"
бугаларыӊ,519C
салывыт,519C
адыгларын,520C
кызыда,521C
дыӊмам,524C
өзенниў,524C
аргазыныӊ,524C
мыйгак,525C
тар,526C
сегиртип,526C
шайт,"526C, 531C"
шойт,526C
салба,"527C, 531C"
чой,"527C, 1316C"
зыл,529C
салчып,"529C, 1621C"
шыйт,"529C, 531C"
шайтдеп,530C
өскезинте,532C
хорумга,532C
өртенип,533C
канчанган,534C
читпес,536C
аргада,538C
дыӊмазыныӊ,539C
тезиниӊ,539C
кошкары,539C
дириглерин,540C
өлгеннериниу,540C
чаӊ,540C
гыс,541C
чүъкче,541C
өйлеп,541C
ховудузва,542C
хүнезини,543C
ну,"544C, 874C"
чадааш,"544C, 1299C"
оӊгап,544C
кагып,544C
хайыраан,544C
дыӊмамны,544C
бээн,545C
болурумгай,545C
тилээн,545C
чангыс,"548C, 548C, 717C"
тевелиг,"548C, 548C, 551C, 551C, 553C, 554C, 556C, 559C, 565C, 566C, 571C, 594C, 599C, 605C, 714C, 717C"
тас,"548C, 548C, 551C, 553C, 554C, 556C, 558C, 575C, 579C, 591C, 597C, 599C, 603C, 606C, 607C, 617C, 630C, 646C, 654C, 663C, 665C, 669C, 682C, 692C, 696C, 696C, 702C, 709C, 714C, 717C, 1751C, 1754C, 1762C"
хел,550C
сүмбер,"550C, 1407C"
гас,"551C, 598C, 674C"
ко,551C
жа,552C
хелбээ,552C
чорааннар,"552C, 555C"
тевези,"553C, 554C"
тарыыр,"555C, 557C, 566C, 595C"
тастыӊ,"555C, 558C, 571C, 594C"
вези,556C
тараан,"556C, 558C, 564C, 594C, 599C"
тараазы,556C
алышкылардан,556C
тарааны,557C
эрези,"557C, 603C, 663C, 665C"
алышкыдан,559C
тарааныу,560C
үнгениниӊ,560C
чаагайы,"560C, 564C"
алаак,560C
салгын,"560C, 1627C"
шииӊейндир,561C
лакайнаар,563C
лакөөрге,563C
лакөстүрбооп,563C
даатурган,563C
дырэвеспе,563C
тастын,564C
тараазыныў,564C
хөйү,564C
чүзүндел,565C
ындыгыл,566C
алышкынын,566C
ужурувус,567C
чүдел,567C
өөрүнге,567C
дуӊмаларында,569C
ужурун,569C
углуг,569C
акызын,"570C, 617C, 698C"
олурганнар,570C
тевезинде,571C
дагзып,572C
тевезин,"575C, 587C, 607C, 628C, 702C"
лирге,576C
мунтаравас,576C
мүӊ,576C
тарап,577C
чүнүнбиле,578C
амыдыраар,579C
муӊтарап,580C
тевезининӊ,580C
айин,581C
чилиглдеп,581C
чазӊтыс,582C
тевелит,582C
хөлгем,583C
билдинмес,583C
дезин,584C
чилиин,"584C, 605C, 611C"
довук,585C
эриг,585C
эгин,585C
ёзулап,585C
сагыштыг,587C
өштүгнү,588C
өлургенин,589C
кербээн,591C
билбээнин,591C
чивээн,594C
чаӊңгыс,"597C, 606C"
теведиг,597C
алышкыларныӊ,598C
тевеӊни,601C
кагбадывыс,601C
тевелер,604C
чилии,"605C, 610C"
тевеӊер,605C
лиглерин,608C
дыўнааш,610C
вистиӊ,611C
эккелдивис,611C
чооглааш,611C
теведен,611C
кө,"611C, 1610C"
рүӊер,"612C, 1611C"
хорадавас,613C
ажынмас,613C
кыжыраан,615C
шооткан,615C
ойлаткы,615C
лапкан,616C
таска,"617C, 674C"
тевевисти,619C
кагдырдыӊ,620C
тасты,"620C, 627C, 693C"
сөзүӊ,622C
өлүрерини,623C
бетинде,623C
дилээрим,623C
баглавайн,624C
тулуп,"624C, 627C, 630C, 634C, 638C, 642C, 652C, 658C, 661C, 663C, 669C, 676C, 683C, 697C"
хапка,"624C, 627C, 652C, 658C, 669C, 676C, 697C"
суккаш,"624C, 627C, 652C, 658C, 669C, 697C, 746C, 760C, 774C"
каргыраа,"624C, 628C, 630C, 633C, 652C, 659C, 669C, 676C, 694C, 696C, 700C"
октаптыӊар,625C
ауй,627C
бат,627C
аааш,"628C, 1642C"
эжелеп,628C
тгас,"629C, 670C"
хавы,630C
хеглиг,631C
кээри,631C
билек,631C
селби,"631C, 636C, 641C, 651C, 657C"
чычыы,"631C, 665C, 670C, 677C, 684C, 689C, 702C"
бөрттүт,632C
чыраалаар,"632C, 1165C"
яктаар,633C
чортуц,634C
хояр,634C
салдап,"635C, 684C, 780C"
кайгай,636C
бергешалдын,636C
эртине,636C
четкерил,637C
алдырба,637C
зынга,638C
хапты,638C
аъдыныу,638C
ээккеш,639C
саарын,639C
төрепчилээш,640C
хаптыӊ,"642C, 663C"
чежиптерге,642C
шуут,645C
чүстүт,645C
дуран,645C
чүӊүл,"649C, 1013C, 1016C, 1020C, 1036C, 1038C, 1041C"
карактан,649C
кагдырыпкан,653C
эттине,653C
турарым,653C
кежигден,659C
хапче,661C
каргы,"663C, 683C"
раа,"664C, 684C"
чалгыглар,664C
эзерлиг,"667C, 678C, 686C, 690C, 704C"
чындыӊнадыр,"667C, 672C"
чырааладып,"667C, 672C, 705C"
яктадып,668C
халыдып,"668C, 1242C, 1245C, 1249C"
октапканы,670C
тиг,671C
чуларлыг,"671C, 690C, 704C"
чуӊгуу,"671C, 678C, 690C, 704C"
лиг,672C
саяктадып,"672C, 705C, 1153C, 1153C"
лавас,673C
адышкыларныу,674C
айтырбайн,675C
октаптывыс,677C
чуларлыт,678C
кылбас,"680C, 805C"
бергедээр,683C
чүгєн,685C
чулардыг,685C
чуӊ,685C
гуу,686C
чедире,686C
бораны,"687C, 1485C"
көөрүӊте,687C
аалыӊта,687C
болзуӊўарза,688C
шуп,688C
туӊар,689C
тоннарлыг,689C
бөрттерлиг,690C
аъттарлыг,691C
тулуптуг,692C
салдадып,694C
бадыр,694C
ээрежип,695C
алышкыларны,696C
аастарын,697C
ажыттынмас,698C
доӊну,698C
доунааш,698C
өскелерин,699C
октагылаптарга,699C
үер,"700C, 707C, 710C"
чайык,"700C, 707C"
чалгыглары,700C
бадыра,700C
карасаар,703C
чонак,704C
чаңгыландыр,706C
дүӊмүреп,707C
